ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
9154,Jun,4,Friday,Mazda,Urban,Friday,Jul,1,Male,Married,60,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9155,10,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
12547,Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12548,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
6522,Jan,5,Monday,Toyota,Urban,Wednesday,Feb,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6523,15,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
1115,Aug,5,Monday,Pontiac,Urban,Friday,Sep,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1116,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
8960,Feb,4,Thursday,Accura,Urban,Thursday,Feb,4,Male,Married,47,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8961,11,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
4614,Apr,4,Saturday,Honda,Urban,Monday,Jul,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4615,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
10795,Apr,4,Tuesday,Mazda,Urban,Thursday,Apr,5,Male,Single,26,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10796,10,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6286,Aug,3,Sunday,Accura,Urban,Monday,Aug,5,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6287,14,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
8506,Apr,1,Tuesday,Mazda,Urban,Tuesday,Apr,1,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8507,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
656,Aug,2,Sunday,Pontiac,Urban,Thursday,Aug,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,less than 20000,0,657,16,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,3 to 4,1994,Liability
9016,May,3,Wednesday,Honda,Urban,Friday,Jul,3,Female,Single,48,Policy Holder,Sport - Collision,Sport,more than 69000,0,9017,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
9135,Mar,2,Tuesday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,75,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9136,5,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
5294,Jul,4,Sunday,Honda,Urban,Friday,Jul,5,Male,Married,19,Policy Holder,Sport - Collision,Sport,more than 69000,1,5295,13,400,4,more than 30,more than 30,none,2 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision
14017,Apr,3,Saturday,Toyota,Urban,Friday,Apr,4,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,14018,1,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils
13238,Sep,3,Thursday,Pontiac,Urban,Friday,Sep,3,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13239,16,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision
10896,Sep,3,Wednesday,Toyota,Urban,Tuesday,Sep,4,Female,Married,59,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10897,15,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
9163,Feb,4,Monday,Honda,Urban,Tuesday,Feb,4,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9164,12,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
3902,Feb,1,Sunday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,21,Third Party,Sedan - Liability,Sport,20000 to 29000,0,3903,9,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
4758,Aug,5,Tuesday,Honda,Urban,Thursday,Sep,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4759,14,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
2503,Jun,5,Wednesday,Honda,Urban,Monday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2504,7,400,4,more than 30,more than 30,2 to 4,new,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
12173,Jan,3,Tuesday,Honda,Urban,Tuesday,Jan,3,Male,Married,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12174,12,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
12442,Jun,1,Saturday,Toyota,Rural,Monday,Jun,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12443,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
6922,Jan,1,Monday,Ford,Rural,Monday,Jan,1,Male,Single,47,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,6923,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
1668,May,1,Sunday,Honda,Urban,Monday,May,1,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1669,6,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
3320,Oct,1,Monday,Mazda,Urban,Monday,Oct,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3321,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4401,Dec,2,Sunday,Toyota,Urban,Friday,Dec,3,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4402,5,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
3525,Feb,2,Wednesday,Accura,Urban,Monday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3526,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
795,Sep,4,Saturday,Honda,Urban,Monday,Sep,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,more than 69000,0,796,12,400,3,more than 30,more than 30,2 to 4,new,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
15144,Dec,2,Saturday,Honda,Urban,Thursday,Dec,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15145,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
15062,Nov,3,Wednesday,Pontiac,Urban,Monday,Nov,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15063,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
5450,Aug,1,Monday,Accura,Urban,Wednesday,Aug,5,Male,Married,28,Policy Holder,Utility - All Perils,Utility,more than 69000,1,5451,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
8024,Sep,4,Friday,Toyota,Urban,Tuesday,Sep,4,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8025,10,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
5346,Feb,1,Wednesday,Toyota,Rural,Wednesday,Feb,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5347,12,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
3917,May,4,Monday,Chevrolet,Urban,Monday,May,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,more than 69000,0,3918,3,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
15268,Jan,1,Sunday,VW,Urban,Tuesday,Jan,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,more than 69000,0,15269,14,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
944,Nov,4,Tuesday,Porche,Urban,Thursday,Nov,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,more than 69000,0,945,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
4624,Jun,4,Tuesday,Toyota,Urban,Thursday,Jun,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4625,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
4058,Oct,2,Monday,Pontiac,Urban,Thursday,Oct,2,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4059,12,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
8592,Nov,5,Tuesday,Honda,Urban,Wednesday,Nov,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8593,14,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10290,Jan,3,Saturday,Pontiac,Rural,Tuesday,Jan,3,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10291,8,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,All Perils
28,Jul,1,Saturday,Honda,Urban,Tuesday,Sep,4,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,29,9,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
13242,May,2,Thursday,Toyota,Urban,Tuesday,May,3,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13243,8,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision
5625,Apr,2,Saturday,Mazda,Urban,Monday,Apr,4,Male,Married,27,Third Party,Sedan - Liability,Sport,20000 to 29000,0,5626,11,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
5753,Jun,1,Wednesday,Honda,Urban,Thursday,Jun,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5754,6,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
12757,Oct,3,Tuesday,Pontiac,Urban,Tuesday,Oct,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12758,6,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
2414,Apr,1,Saturday,Pontiac,Urban,Monday,Apr,1,Male,Married,41,Third Party,Sedan - Liability,Sport,30000 to 39000,0,2415,11,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
5329,Dec,5,Friday,Toyota,Urban,Monday,Jan,1,Male,Divorced,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5330,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
11947,Jul,4,Thursday,Honda,Urban,Friday,Jul,4,Male,Married,47,Third Party,Sedan - Liability,Sport,20000 to 29000,0,11948,7,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12154,Mar,3,Saturday,Pontiac,Urban,Monday,Mar,4,Male,Married,73,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12155,1,400,1,more than 30,more than 30,none,7 years,over 65,No,No,External,none,no change,1 vehicle,1996,Liability
12383,Feb,3,Tuesday,Toyota,Urban,Tuesday,Mar,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12384,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
10823,Oct,2,Friday,Toyota,Urban,Tuesday,Oct,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10824,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
8851,Dec,4,Tuesday,Honda,Urban,Wednesday,Dec,5,Male,Married,37,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,8852,13,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
12791,Jun,1,Monday,Mazda,Urban,Monday,Jun,2,Male,Married,41,Third Party,Sport - Collision,Sport,more than 69000,0,12792,9,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
5230,Dec,4,Sunday,Pontiac,Urban,Thursday,Jan,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5231,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
5444,Nov,2,Wednesday,Toyota,Urban,Thursday,Nov,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5445,5,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
2793,Sep,5,Thursday,Ford,Urban,Tuesday,Oct,1,Male,Single,34,Policy Holder,Utility - All Perils,Utility,more than 69000,0,2794,12,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,All Perils
2225,Feb,3,Saturday,Toyota,Urban,Monday,Feb,3,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2226,11,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
5934,Jun,3,Sunday,Honda,Urban,Monday,Mar,4,Male,Single,0,Policy Holder,Sport - All Perils,Sport,more than 69000,0,5935,11,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
13376,Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13377,5,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
8503,Aug,3,Friday,Toyota,Urban,Monday,Aug,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,8504,2,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
11250,Nov,3,Monday,Pontiac,Rural,Thursday,Nov,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11251,15,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
2746,Jul,1,Saturday,Honda,Urban,Thursday,Jul,1,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2747,6,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
4542,Jun,3,Friday,Mazda,Urban,Friday,Jul,1,Female,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4543,15,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
4713,Nov,5,Tuesday,Accura,Urban,Thursday,Dec,1,Male,Single,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4714,13,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
6133,Sep,4,Thursday,Honda,Urban,Friday,Sep,4,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6134,16,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
2311,Mar,4,Friday,Honda,Urban,Wednesday,Apr,4,Male,Married,34,Third Party,Sport - Collision,Sport,more than 69000,0,2312,12,400,3,none,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
7325,Mar,5,Thursday,Pontiac,Urban,Friday,Mar,5,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7326,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
13891,Jan,4,Thursday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13892,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
5721,Aug,3,Monday,Mazda,Urban,Tuesday,Aug,3,Male,Married,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,5722,12,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
7271,Feb,2,Thursday,Honda,Urban,Friday,Feb,2,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,7272,8,400,4,more than 30,more than 30,1,new,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
4273,Aug,3,Monday,Pontiac,Urban,Tuesday,Aug,4,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4274,11,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
6559,Jan,2,Thursday,Honda,Urban,Thursday,Jan,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6560,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
12136,Feb,2,Tuesday,Mazda,Urban,Tuesday,Feb,2,Female,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12137,5,400,2,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1996,Liability
9985,Feb,2,Wednesday,Ford,Urban,Thursday,Feb,3,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,1,9986,2,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
1059,Nov,3,Sunday,Mazda,Urban,Friday,Nov,4,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1060,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
6629,Oct,4,Friday,Honda,Urban,Tuesday,Oct,4,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6630,16,400,4,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
13093,Jun,3,Tuesday,Honda,Rural,Friday,Jun,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13094,13,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
2864,Jun,4,Wednesday,Pontiac,Urban,Thursday,Jun,4,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2865,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
9173,May,5,Saturday,Chevrolet,Urban,Thursday,Jun,1,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9174,5,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
4825,Aug,2,Tuesday,Honda,Rural,Wednesday,Aug,2,Male,Married,50,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4826,11,400,4,more than 30,more than 30,1,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
11635,Sep,2,Wednesday,Chevrolet,Urban,Monday,Sep,2,Female,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11636,14,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
7686,Nov,4,Wednesday,Chevrolet,Urban,Wednesday,Nov,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7687,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision
7810,Jul,2,Friday,Pontiac,Urban,Monday,Jul,3,Male,Single,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7811,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
7624,Oct,5,Monday,Honda,Urban,Thursday,Nov,3,Male,Single,19,Third Party,Sport - Collision,Sport,more than 69000,0,7625,14,400,1,more than 30,more than 30,none,3 years,21 to 25,No,No,External,none,no change,1 vehicle,1995,Collision
9950,Mar,3,Thursday,Saab,Rural,Wednesday,Mar,4,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9951,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
14569,Sep,2,Wednesday,Toyota,Rural,Monday,Oct,2,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,14570,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
